# phase logamp pol cosi GW_freq costheta phi logL logPrior
4.977697264970506019e+00 -1.378448283562341992e+01 8.814417004900474417e-01 8.103990651902227560e-01 1.912927527442318388e-08 -2.606425208316499043e-01 4.354220626052060616e+00 -8.792485243037743814e+00 0.000000000000000000e+00
1.501197309297507942e+00 -1.418468612891944858e+01 6.918494498302613094e-02 -4.930694153435829508e-01 7.049189450412870623e-09 -9.267859846487096487e-01 4.995690240957916473e+00 -8.341920783259592298e+00 0.000000000000000000e+00
3.064763556285820645e+00 -1.305099013032849342e+01 1.274854009730217674e+00 -8.435490370423246453e-01 9.805464531145346833e-08 -6.142941559170389532e-03 4.524581940484328157e+00 -7.982549442884293356e+00 0.000000000000000000e+00
2.523762849867024372e+00 -1.363264240545105466e+01 6.213511602004274659e-01 -6.962754407431274162e-01 6.676926685951415569e-08 -9.371595720411615149e-01 1.535904764402298284e+00 -7.883304884735978568e+00 0.000000000000000000e+00
4.338767180956327962e+00 -1.324129112236834516e+01 1.328592947858215245e+00 -3.342400942395193919e-01 4.566544315031472941e-08 -6.437596219004582121e-01 4.231039588850874722e+00 -7.853655080487569329e+00 0.000000000000000000e+00
8.767154153317109344e-01 -1.362005667586055857e+01 6.024065417240287434e-01 -6.154787501845364606e-01 6.250337581728809922e-08 -7.137533742029548156e-01 3.281153660448531184e+00 -7.764652676669991926e+00 0.000000000000000000e+00
5.589373464364925326e+00 -1.383467898886949143e+01 1.260058879933280362e+00 -5.264645179573007594e-01 1.647213649019537761e-08 3.220272752803907679e-01 5.561352251253833145e+00 -7.617788433814244087e+00 0.000000000000000000e+00
3.581754255340726889e+00 -1.367573136684575275e+01 7.238295732120841874e-01 -9.457551785868996141e-01 5.415945262125932669e-08 1.672166813151417797e-01 3.864360467282739187e+00 -7.539028762776469605e+00 0.000000000000000000e+00
1.465600485683922427e+00 -1.435958461414358212e+01 1.545580507785596636e-01 -4.209270955008383996e-01 1.519819022509678808e-08 1.152830689653407403e-01 2.138621756947600705e+00 -7.452712143151844160e+00 0.000000000000000000e+00
5.316954754723465904e+00 -1.307464871937991013e+01 1.131898254548413973e+00 -2.869262619329882580e-01 9.376952392181267071e-08 4.884722623010009368e-01 4.305518868208349836e+00 -7.434891440115071859e+00 0.000000000000000000e+00
3.589561338149836467e-01 -1.335772321926268980e+01 3.673515798663981591e-01 -8.317313798348141551e-01 7.197162132900562841e-08 -7.123350018375712578e-01 5.864732030911482319e+00 -7.412587332304812371e+00 0.000000000000000000e+00
2.194776336712833675e+00 -1.380858052386287049e+01 5.733684392915765482e-01 -8.932289010720041444e-01 7.588489243729837421e-08 -1.068612311013923399e-01 7.094497135777468877e-01 -7.401590411436027139e+00 0.000000000000000000e+00
2.314675180176607450e-01 -1.289060744177301920e+01 1.091317445685822118e+00 -9.770122233115582921e-02 9.604493285562918248e-08 -3.137818386363345202e-01 6.115723928612744942e+00 -7.242275598265997871e+00 0.000000000000000000e+00
5.067418116303739062e+00 -1.365737245461729543e+01 8.468616060054718897e-01 6.015578928942072467e-01 9.010599285299953708e-08 -5.425482586322651901e-01 2.214510684574249044e+00 -7.232296491588186882e+00 0.000000000000000000e+00
1.522021481552388700e+00 -1.431125905065148451e+01 1.503585305532026073e+00 -1.247415573226174496e-01 1.889198994131736036e-08 -2.379628586852181038e-01 2.094496239563170992e+00 -7.181915890394807711e+00 0.000000000000000000e+00
6.190949066451719496e+00 -1.311796051484403947e+01 5.259243700762866736e-01 -3.459212777816149664e-01 8.069156644084417980e-08 -5.534220489355122785e-01 3.757109743352155196e+00 -7.171749043820184966e+00 0.000000000000000000e+00
2.264713997478502883e+00 -1.360392414906291769e+01 1.530651256005903793e-01 -6.063536924708301523e-02 6.020602065621231571e-08 5.736157180460942362e-01 5.710855134906140940e-01 -7.075451615723112653e+00 0.000000000000000000e+00
2.597423176864330330e+00 -1.359433263403565917e+01 1.339619642591042048e+00 -4.011926269597478889e-01 1.813970471637118726e-08 -6.917425446712677228e-01 5.396475309604549686e+00 -7.053823057508733285e+00 0.000000000000000000e+00
5.138800635616066259e+00 -1.323141748313311439e+01 1.502730503191972877e+00 -7.661736588933729664e-01 7.284872835542525394e-08 1.322115763821646306e-01 4.971048250205751806e+00 -6.888127531413142712e+00 0.000000000000000000e+00
5.515080985156897597e+00 -1.296066106168370169e+01 1.363464594573270627e+00 -4.381878009717991157e-02 8.485593563024179097e-08 -1.721329795233454696e-02 5.415907766105276799e+00 -6.833897116140891015e+00 0.000000000000000000e+00
5.857645044636879739e+00 -1.314622435917731913e+01 1.369251845295212044e+00 4.490704806102738811e-01 7.677018836836010902e-08 3.284545333490590524e-01 4.572752986628372263e+00 -6.799276218001221395e+00 0.000000000000000000e+00
4.231279304431682320e+00 -1.384772161309386185e+01 7.435227624037569205e-01 -1.298420118194117678e-01 6.229193854708729090e-08 1.410054311513589398e-01 1.785539943365890059e+00 -6.743268058688345334e+00 0.000000000000000000e+00
2.633728153623346113e+00 -1.446317544650927545e+01 2.488733672469920499e-01 -2.143627817339199826e-02 8.197564398825865228e-09 -9.445787718930680477e-01 1.367214119825677088e+00 -6.698082449409890060e+00 0.000000000000000000e+00
1.187275585388359200e+00 -1.448909841376469743e+01 1.293434190671042705e+00 -1.990614432524275557e-01 9.597175289991671583e-09 -5.856926592758286976e-01 1.906473202337346962e+00 -6.692831813826416898e+00 0.000000000000000000e+00
2.636493330039128224e+00 -1.366525132463709369e+01 3.500101471082206483e-02 8.664783274037753946e-01 9.753199803985159865e-08 9.383228040068277709e-01 6.260803749732354540e+00 -6.658191408783018517e+00 0.000000000000000000e+00
5.424313682536537229e+00 -1.345866924834578171e+01 1.144513022075243303e+00 -2.463504136266073397e-01 9.801966492137790155e-08 2.372347855813340678e-01 1.056177638316946998e+00 -6.646941872829080111e+00 0.000000000000000000e+00
5.734239378611899696e+00 -1.470302468112697980e+01 7.808790343032068204e-01 4.352407776375577519e-02 2.042954545182998142e-09 2.833530932151028248e-01 5.958019620100735381e+00 -6.597783745859413074e+00 0.000000000000000000e+00
5.038602654335585740e+00 -1.342492711802343308e+01 4.859087213617234724e-01 -1.819242314134666971e-01 3.291475696372183618e-08 -1.281953965230626935e-01 8.222352907241828324e-02 -6.579555291874578771e+00 0.000000000000000000e+00
3.536924830992256741e+00 -1.369625361894173210e+01 6.400343796180263389e-01 7.458650999122482528e-01 4.484691673603342620e-08 -9.123567607180204098e-01 6.028741186074135783e+00 -6.557019075436768318e+00 0.000000000000000000e+00
4.565398599704092675e+00 -1.322049758553319698e+01 1.368697521187533184e+00 -8.665162225789735384e-02 7.588452980559009309e-08 -3.050279028584769736e-01 2.739354253282802354e+00 -6.552739984304920107e+00 0.000000000000000000e+00
4.536483576236359561e+00 -1.323778582036895557e+01 8.605150370557215211e-01 1.517619032475515661e-01 8.380763079769057778e-08 7.200685156274851950e-01 4.454142475184918126e+00 -6.543828410250773331e+00 0.000000000000000000e+00
2.546761877050498502e+00 -1.286729581613670703e+01 9.601711053453372280e-01 -3.329120476141663731e-01 9.003020636129994388e-08 -3.884178077489603420e-01 4.636685562949134365e+00 -6.521301685506967871e+00 0.000000000000000000e+00
2.145682341191077924e+00 -1.419692038766885034e+01 1.183176003240012236e-01 -9.595940450003884736e-01 4.962625388690803743e-08 -5.487681373752858471e-01 2.308340720056724749e+00 -6.514760640205112807e+00 0.000000000000000000e+00
4.217957988025959337e-01 -1.456950454033165165e+01 9.496051602606693509e-02 7.296964762553970196e-01 2.445333173844370752e-08 4.621923375222402597e-01 2.630893943960261883e+00 -6.477100801760528270e+00 0.000000000000000000e+00
1.886472930003296744e-01 -1.402481930230200291e+01 3.337672203385005920e-01 8.685346172984396151e-01 4.726966842650083454e-08 -3.069887809513175969e-01 3.176482254602062572e+00 -6.408312584348689001e+00 0.000000000000000000e+00
3.908099991665514139e+00 -1.371562015173761218e+01 1.358944663258037533e+00 3.533767717188316393e-01 4.075832332179508309e-08 -7.249754841074949052e-01 3.497239074185444441e+00 -6.406319595367594211e+00 0.000000000000000000e+00
4.280514808282997130e+00 -1.390098315804004692e+01 3.438411979119025685e-02 -9.402029577377599701e-01 8.513485553144446327e-08 5.371627693127493108e-01 3.026826341455241653e+00 -6.404609781152741377e+00 0.000000000000000000e+00
1.561734435519282815e+00 -1.402624357506406483e+01 2.171508919995719100e-01 -1.169152069064188643e-01 3.878836062971356716e-08 4.127196830880378031e-01 1.314515645101245411e+00 -6.396848293184469902e+00 0.000000000000000000e+00
