# phase logamp pol cosi GW_freq costheta phi logL logPrior
1.264333707942290941e+00 -1.342055458271430624e+01 4.490171665208721463e-01 -5.347685719840904461e-01 1.984329654279887211e-08 1.896317013607968713e-02 1.383022974793882032e+00 -7.001638486560734975e+01 0.000000000000000000e+00
6.251123927786927048e+00 -1.316764214740208594e+01 1.249324933052861963e+00 3.691172037549774743e-01 1.996310776856899567e-08 -8.559558194567074008e-02 3.008715770648231480e+00 -6.801320756683310265e+01 0.000000000000000000e+00
3.488246241105126266e+00 -1.348977060757799862e+01 5.789649842412205594e-01 6.209028527193373170e-01 2.009995861009991303e-08 6.241170178393838641e-03 2.788281815242422024e+00 -6.795941333802653617e+01 0.000000000000000000e+00
2.970450547276030751e+00 -1.338448271637048848e+01 1.504930103061593583e+00 4.876174464975738254e-01 2.025335493940192965e-08 1.818670094539762416e-01 2.545922109100697384e+00 -6.752060424630931834e+01 0.000000000000000000e+00
1.073588533074609330e+00 -1.334617342682395247e+01 8.315535071733584083e-01 4.588247008280492700e-01 2.016098501664951406e-08 7.178681190852898020e-02 2.687542214920058292e+00 -6.707040406973537472e+01 0.000000000000000000e+00
1.388585788268154042e+00 -1.332818000594254571e+01 1.462617411392684419e+00 5.474085787331600672e-01 2.010545551722892972e-08 -4.259797569375511905e-02 2.979209554455871878e+00 -6.637725664083319543e+01 0.000000000000000000e+00
4.558746676304899381e+00 -1.327255160184902749e+01 1.303442450822207999e+00 3.496891434207125560e-01 1.981110209133292625e-08 1.140416014253412269e-01 2.556353988631451024e+00 -6.633225125730908189e+01 0.000000000000000000e+00
4.641443953952758328e+00 -1.349901908280124552e+01 2.268477504816588941e-01 7.358879063476826410e-01 1.994111895436376193e-08 -6.430635705245332234e-01 2.093693199020662643e+00 -6.632436666934705727e+01 0.000000000000000000e+00
4.531064439712741532e+00 -1.344763219943409460e+01 1.557879689812243118e+00 6.032064118817800358e-01 1.999057593253472636e-08 2.568311846951428223e-01 2.856304582329600272e+00 -6.621237900251335873e+01 0.000000000000000000e+00
3.109164471624467296e+00 -1.356486452063642467e+01 1.043759581152562621e+00 9.717060379815194437e-01 2.009740990016907691e-08 -2.176914733721067863e-01 2.694905162130715848e+00 -6.618165856659678070e+01 0.000000000000000000e+00
8.206991592474657815e-02 -1.356069476169906807e+01 1.021247424871305043e+00 8.972513260361378862e-01 2.017634915526079204e-08 1.835096702643287114e-01 2.518247602777982319e+00 -6.601933353684790973e+01 0.000000000000000000e+00
3.409715288359748797e+00 -1.340328975510164433e+01 1.558388153404679510e+00 4.517371306391115282e-01 2.005020288480406451e-08 -9.960503365639752915e-02 2.340777821588895247e+00 -6.582663990070862781e+01 0.000000000000000000e+00
4.806093740567616734e+00 -1.356392124761077334e+01 1.232570298816027199e+00 7.850088365056369089e-01 2.021765318847805045e-08 3.711065690660143856e-02 2.664328879447506626e+00 -6.541715280287127143e+01 0.000000000000000000e+00
