#RA(h) 	RA(m)	DEC(d)	DEC(am)	rms(mus) T(yrs)	N_TOAs
00	30	04	51	0.604	5.0	50
06	13	-02	00	0.781	5.0	50
10	12	53	07	1.327	5.0	50
14	55	-33	30	4.010	5.0	50
16	00	-30	53	1.293	5.0	50
16	40	22	24	0.562	5.0	50
16	43	-12	24	2.892	5.0	50
17	13	07	47	0.106	5.0	50
17	44	-11	34	0.617	5.0	50
18	53	13	08	1.028	5.0	50
18	55	09	00	0.395	5.0	50
19	09	-37	44	0.181	5.0	50
19	10	12	56	1.394	5.0	50
19	18	-06	42	1.271	5.0	50
19	53	29	00	3.981	5.0	50
21	45	-07	50	1.252	5.0	50
23	17	14	39	0.496	5.0	50
